Row, Site, Dept, Chassis, Slot, PortGroup, PortIdx, Connection, Name, Status, Firmware, OwnershipState, OwnerHostname, OwnerUserId, OwnerTimestamp, Notes, Last Scan
123, CHN, TBD, 10.61.37.2, 2, 2, 3,TBD, PhysicalPortGroup 2238, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
124, CHN, TBD, 10.61.37.2, 2, 2, 4,TBD, PhysicalPortGroup 2238, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
125, CHN, TBD, 10.61.37.2, 3, 1, 1,TBD, PhysicalPortGroup 2236, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
126, CHN, TBD, 10.61.37.2, 4, 1, 1,TBD, PhysicalPortGroup 2235, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
127, CHN, TBD, 10.61.37.2, 7, 1, 1,TBD, PhysicalPortGroup 2293, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
128, CHN, TBD, 10.61.37.2, 7, 1, 2,TBD, PhysicalPortGroup 2293, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
129, CHN, TBD, 10.61.37.2, 7, 2, 3,TBD, PhysicalPortGroup 2294, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
130, CHN, TBD, 10.61.37.2, 7, 2, 4,TBD, PhysicalPortGroup 2294, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
131, CHN, TBD, 10.61.37.2, 7, 3, 5,TBD, PhysicalPortGroup 2295, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
132, CHN, TBD, 10.61.37.2, 7, 3, 6,TBD, PhysicalPortGroup 2295, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
133, CHN, TBD, 10.61.37.2, 7, 4, 7,TBD, PhysicalPortGroup 2296, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
134, CHN, TBD, 10.61.37.2, 7, 4, 8,TBD, PhysicalPortGroup 2296, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
135, CHN, TBD, 10.61.37.2, 9, 1, 1,TBD, PhysicalPortGroup 2297, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
136, CHN, TBD, 10.61.37.2, 9, 1, 2,TBD, PhysicalPortGroup 2297, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
137, CHN, TBD, 10.61.37.2, 9, 2, 3,TBD, PhysicalPortGroup 2298, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
138, CHN, TBD, 10.61.37.2, 9, 2, 4,TBD, PhysicalPortGroup 2298, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
139, CHN, TBD, 10.61.37.2, 9, 3, 5,TBD, PhysicalPortGroup 2299, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
140, CHN, TBD, 10.61.37.2, 9, 3, 6,TBD, PhysicalPortGroup 2299, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
141, CHN, TBD, 10.61.37.2, 9, 4, 7,TBD, PhysicalPortGroup 2300, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
142, CHN, TBD, 10.61.37.2, 9, 4, 8,TBD, PhysicalPortGroup 2300, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
143, CHN, TBD, 10.61.37.2, 11, 1, 1,TBD, PhysicalPortGroup 2301, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
144, CHN, TBD, 10.61.37.2, 12, 1, 1,TBD, PhysicalPortGroup 2302, UNKNOWN, 3.421.0283, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
145, CHN, TBD, 10.61.37.22, 1, 1, 1,TBD, PhysicalPortGroup 2239, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
146, CHN, TBD, 10.61.37.22, 1, 1, 2,TBD, PhysicalPortGroup 2239, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
147, CHN, TBD, 10.61.37.22, 1, 2, 3,TBD, PhysicalPortGroup 2240, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
148, CHN, TBD, 10.61.37.22, 1, 2, 4,TBD, PhysicalPortGroup 2240, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
149, CHN, TBD, 10.61.37.22, 1, 3, 5,TBD, PhysicalPortGroup 2241, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
150, CHN, TBD, 10.61.37.22, 1, 3, 6,TBD, PhysicalPortGroup 2241, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
151, CHN, TBD, 10.61.37.22, 1, 4, 7,TBD, PhysicalPortGroup 2242, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
152, CHN, TBD, 10.61.37.22, 1, 4, 8,TBD, PhysicalPortGroup 2242, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
153, CHN, TBD, 10.61.37.22, 1, 5, 9,TBD, PhysicalPortGroup 2243, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
154, CHN, TBD, 10.61.37.22, 1, 5, 10,TBD, PhysicalPortGroup 2243, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
155, CHN, TBD, 10.61.37.22, 1, 6, 11,TBD, PhysicalPortGroup 2244, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
156, CHN, TBD, 10.61.37.22, 1, 6, 12,TBD, PhysicalPortGroup 2244, UP, 3.50.4410, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
157, CHN, TBD, 10.61.37.22, 2, 1, 1,TBD, PhysicalPortGroup 2245, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
158, CHN, TBD, 10.61.37.22, 2, 1, 2,TBD, PhysicalPortGroup 2245, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
159, CHN, TBD, 10.61.37.22, 2, 2, 3,TBD, PhysicalPortGroup 2246, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
160, CHN, TBD, 10.61.37.22, 2, 2, 4,TBD, PhysicalPortGroup 2246, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
161, CHN, TBD, 10.61.37.22, 2, 3, 5,TBD, PhysicalPortGroup 2247, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
162, CHN, TBD, 10.61.37.22, 2, 3, 6,TBD, PhysicalPortGroup 2247, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
163, CHN, TBD, 10.61.37.22, 2, 4, 7,TBD, PhysicalPortGroup 2248, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
164, CHN, TBD, 10.61.37.22, 2, 4, 8,TBD, PhysicalPortGroup 2248, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
165, CHN, TBD, 10.61.37.22, 2, 5, 9,TBD, PhysicalPortGroup 2249, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
166, CHN, TBD, 10.61.37.22, 2, 5, 10,TBD, PhysicalPortGroup 2249, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
167, CHN, TBD, 10.61.37.22, 2, 6, 11,TBD, PhysicalPortGroup 2250, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
168, CHN, TBD, 10.61.37.22, 2, 6, 12,TBD, PhysicalPortGroup 2250, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
169, CHN, TBD, 10.61.37.23, 1, 1, 1,TBD, PhysicalPortGroup 2251, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
170, CHN, TBD, 10.61.37.23, 1, 1, 2,TBD, PhysicalPortGroup 2251, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
171, CHN, TBD, 10.61.37.23, 1, 2, 3,TBD, PhysicalPortGroup 2252, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
172, CHN, TBD, 10.61.37.23, 1, 2, 4,TBD, PhysicalPortGroup 2252, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
173, CHN, TBD, 10.61.37.23, 2, 1, 1,TBD, PhysicalPortGroup 2253, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
174, CHN, TBD, 10.61.37.23, 2, 1, 2,TBD, PhysicalPortGroup 2253, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
175, CHN, TBD, 10.61.37.23, 2, 2, 3,TBD, PhysicalPortGroup 2254, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
176, CHN, TBD, 10.61.37.23, 2, 2, 4,TBD, PhysicalPortGroup 2254, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
177, CHN, TBD, 10.61.37.3, 1, 1, 1,TBD, PhysicalPortGroup 2264, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
178, CHN, TBD, 10.61.37.3, 1, 1, 2,TBD, PhysicalPortGroup 2264, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
179, CHN, TBD, 10.61.37.3, 1, 2, 3,TBD, PhysicalPortGroup 2265, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
180, CHN, TBD, 10.61.37.3, 1, 2, 4,TBD, PhysicalPortGroup 2265, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
181, CHN, TBD, 10.61.37.3, 1, 3, 5,TBD, PhysicalPortGroup 2266, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
182, CHN, TBD, 10.61.37.3, 1, 3, 6,TBD, PhysicalPortGroup 2266, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
183, CHN, TBD, 10.61.37.3, 1, 4, 7,TBD, PhysicalPortGroup 2267, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
184, CHN, TBD, 10.61.37.3, 1, 4, 8,TBD, PhysicalPortGroup 2267, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
185, CHN, TBD, 10.61.37.3, 2, 1, 1,TBD, PhysicalPortGroup 2255, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
186, CHN, TBD, 10.61.37.3, 2, 1, 2,TBD, PhysicalPortGroup 2255, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
187, CHN, TBD, 10.61.37.3, 2, 2, 3,TBD, PhysicalPortGroup 2256, UP, 3.50.5606, OWNERSHIP_STATE_RESERVED, Yuchen1-XP, YuChen, Mon Oct 25 17:27:08 2010,None,2010-10-26 04:52:00
188, CHN, TBD, 10.61.37.3, 2, 2, 4,TBD, PhysicalPortGroup 2256, UP, 3.50.5606, OWNERSHIP_STATE_RESERVED, Yuchen1-XP, YuChen, Mon Oct 25 17:27:08 2010,None,2010-10-26 04:52:00
189, CHN, TBD, 10.61.37.3, 2, 3, 5,TBD, PhysicalPortGroup 2257, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
190, CHN, TBD, 10.61.37.3, 2, 3, 6,TBD, PhysicalPortGroup 2257, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
191, CHN, TBD, 10.61.37.3, 2, 4, 7,TBD, PhysicalPortGroup 2258, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
192, CHN, TBD, 10.61.37.3, 2, 4, 8,TBD, PhysicalPortGroup 2258, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
193, CHN, TBD, 10.61.37.3, 3, 1, 1,TBD, PhysicalPortGroup 2259, DOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
194, CHN, TBD, 10.61.37.3, 4, 1, 1,TBD, PhysicalPortGroup 665256, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
195, CHN, TBD, 10.61.37.3, 4, 1, 2,TBD, PhysicalPortGroup 665256, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
196, CHN, TBD, 10.61.37.3, 4, 2, 3,TBD, PhysicalPortGroup 665257, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
197, CHN, TBD, 10.61.37.3, 4, 2, 4,TBD, PhysicalPortGroup 665257, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
198, CHN, TBD, 10.61.37.3, 4, 3, 5,TBD, PhysicalPortGroup 665258, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
199, CHN, TBD, 10.61.37.3, 4, 3, 6,TBD, PhysicalPortGroup 665258, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
200, CHN, TBD, 10.61.37.3, 4, 4, 7,TBD, PhysicalPortGroup 665259, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
201, CHN, TBD, 10.61.37.3, 4, 4, 8,TBD, PhysicalPortGroup 665259, UNKNOWN, 3.50.3190, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
202, CHN, TBD, 10.61.37.3, 5, 1, 1,TBD, PhysicalPortGroup 2272, UP, 3.60.2820, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
203, CHN, TBD, 10.61.37.3, 5, 1, 2,TBD, PhysicalPortGroup 2272, UP, 3.60.2820, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
204, CHN, TBD, 10.61.37.3, 5, 2, 3,TBD, PhysicalPortGroup 2273, UP, 3.60.2820, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
205, CHN, TBD, 10.61.37.3, 5, 2, 4,TBD, PhysicalPortGroup 2273, UP, 3.60.2820, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
206, CHN, TBD, 10.61.37.3, 5, 3, 5,TBD, PhysicalPortGroup 2274, UP, 3.60.2820, OWNERSHIP_STATE_RESERVED, BEJ-TLiuDesk, TLiu, Mon Oct 25 19:03:05 2010,None,2010-10-26 04:52:00
207, CHN, TBD, 10.61.37.3, 5, 3, 6,TBD, PhysicalPortGroup 2274, UP, 3.60.2820, OWNERSHIP_STATE_RESERVED, BEJ-TLiuDesk, TLiu, Mon Oct 25 19:03:05 2010,None,2010-10-26 04:52:00
208, CHN, TBD, 10.61.37.3, 5, 4, 7,TBD, PhysicalPortGroup 2275, UP, 3.60.2820, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
209, CHN, TBD, 10.61.37.3, 5, 4, 8,TBD, PhysicalPortGroup 2275, UP, 3.60.2820, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
210, CHN, TBD, 10.61.37.3, 6, 1, 1,TBD, PhysicalPortGroup 665268, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
211, CHN, TBD, 10.61.37.3, 6, 1, 2,TBD, PhysicalPortGroup 665268, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
212, CHN, TBD, 10.61.37.3, 6, 2, 3,TBD, PhysicalPortGroup 665269, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
213, CHN, TBD, 10.61.37.3, 6, 2, 4,TBD, PhysicalPortGroup 665269, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
214, CHN, TBD, 10.61.37.3, 6, 3, 5,TBD, PhysicalPortGroup 665270, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
215, CHN, TBD, 10.61.37.3, 6, 3, 6,TBD, PhysicalPortGroup 665270, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
216, CHN, TBD, 10.61.37.3, 6, 4, 7,TBD, PhysicalPortGroup 665271, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
217, CHN, TBD, 10.61.37.3, 6, 4, 8,TBD, PhysicalPortGroup 665271, UNKNOWN, 3.51.0426, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-08-25 15:23:00
218, CHN, TBD, 10.61.37.3, 9, 1, 1,TBD, PhysicalPortGroup 2268, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
219, CHN, TBD, 10.61.37.3, 9, 1, 2,TBD, PhysicalPortGroup 2268, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
220, CHN, TBD, 10.61.37.3, 9, 2, 3,TBD, PhysicalPortGroup 2269, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
221, CHN, TBD, 10.61.37.3, 9, 2, 4,TBD, PhysicalPortGroup 2269, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
222, CHN, TBD, 10.61.37.3, 9, 3, 5,TBD, PhysicalPortGroup 2270, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
223, CHN, TBD, 10.61.37.3, 9, 3, 6,TBD, PhysicalPortGroup 2270, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
224, CHN, TBD, 10.61.37.3, 9, 4, 7,TBD, PhysicalPortGroup 2271, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
225, CHN, TBD, 10.61.37.3, 9, 4, 8,TBD, PhysicalPortGroup 2271, UP, 3.60.2600, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
226, CHN, TBD, 10.61.37.3, 10, 1, 1,TBD, PhysicalPortGroup 2260, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
227, CHN, TBD, 10.61.37.3, 10, 1, 2,TBD, PhysicalPortGroup 2260, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
228, CHN, TBD, 10.61.37.3, 10, 2, 3,TBD, PhysicalPortGroup 2261, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
229, CHN, TBD, 10.61.37.3, 10, 2, 4,TBD, PhysicalPortGroup 2261, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
230, CHN, TBD, 10.61.37.3, 10, 3, 5,TBD, PhysicalPortGroup 2262, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
231, CHN, TBD, 10.61.37.3, 10, 3, 6,TBD, PhysicalPortGroup 2262, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
232, CHN, TBD, 10.61.37.3, 10, 4, 7,TBD, PhysicalPortGroup 2263, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
233, CHN, TBD, 10.61.37.3, 10, 4, 8,TBD, PhysicalPortGroup 2263, UP, 3.50.4796, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
234, CHN, TBD, 10.61.37.4, 2, 1, 1,TBD, PhysicalPortGroup 13, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
235, CHN, TBD, 10.61.37.4, 2, 2, 2,TBD, PhysicalPortGroup 14, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
236, CHN, TBD, 10.61.37.4, 8, 1, 1,TBD, PhysicalPortGroup 15, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
237, CHN, TBD, 10.61.37.4, 8, 1, 2,TBD, PhysicalPortGroup 15, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
238, CHN, TBD, 10.61.37.4, 8, 2, 3,TBD, PhysicalPortGroup 16, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
239, CHN, TBD, 10.61.37.4, 8, 2, 4,TBD, PhysicalPortGroup 16, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
240, CHN, TBD, 10.61.37.4, 8, 3, 5,TBD, PhysicalPortGroup 17, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
241, CHN, TBD, 10.61.37.4, 8, 3, 6,TBD, PhysicalPortGroup 17, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
242, CHN, TBD, 10.61.37.4, 8, 4, 7,TBD, PhysicalPortGroup 18, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
243, CHN, TBD, 10.61.37.4, 8, 4, 8,TBD, PhysicalPortGroup 18, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
244, CHN, TBD, 10.61.37.4, 8, 5, 9,TBD, PhysicalPortGroup 19, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
245, CHN, TBD, 10.61.37.4, 8, 5, 10,TBD, PhysicalPortGroup 19, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
246, CHN, TBD, 10.61.37.4, 8, 6, 11,TBD, PhysicalPortGroup 20, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
247, CHN, TBD, 10.61.37.4, 8, 6, 12,TBD, PhysicalPortGroup 20, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
248, CHN, TBD, 10.61.37.4, 10, 1, 1,TBD, PhysicalPortGroup 11, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
249, CHN, TBD, 10.61.37.4, 10, 2, 2,TBD, PhysicalPortGroup 12, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
250, CHN, TBD, 10.61.37.4, 11, 1, 1,TBD, PhysicalPortGroup 9, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
251, CHN, TBD, 10.61.37.4, 11, 2, 2,TBD, PhysicalPortGroup 10, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
252, CHN, TBD, 10.61.37.4, 12, 1, 1,TBD, PhysicalPortGroup 1, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
253, CHN, TBD, 10.61.37.4, 12, 2, 2,TBD, PhysicalPortGroup 2, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
254, CHN, TBD, 10.61.37.4, 12, 3, 3,TBD, PhysicalPortGroup 3, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
255, CHN, TBD, 10.61.37.4, 12, 4, 4,TBD, PhysicalPortGroup 4, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
256, CHN, TBD, 10.61.37.4, 12, 5, 5,TBD, PhysicalPortGroup 5, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
257, CHN, TBD, 10.61.37.4, 12, 6, 6,TBD, PhysicalPortGroup 6, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
258, CHN, TBD, 10.61.37.4, 12, 7, 7,TBD, PhysicalPortGroup 7, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
259, CHN, TBD, 10.61.37.4, 12, 8, 8,TBD, PhysicalPortGroup 8, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
260, CHN, TBD, 10.61.37.5, 1, 1, 1,TBD, PhysicalPortGroup 2311, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
261, CHN, TBD, 10.61.37.5, 1, 2, 2,TBD, PhysicalPortGroup 2312, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
262, CHN, TBD, 10.61.37.5, 3, 1, 1,TBD, PhysicalPortGroup 2307, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
